Book Id,Title,Author,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Read Count
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,0,3.94,W. W. Norton  Company,288,2008,1955,,22/06/2022,to-read,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,0,4.07,Jove,474,2006,1997,,22/06/2022,to-read,0
45885644,The Sun Down Motel,Simone St. James,0,4.03,Berkley,327,2020,2020,,22/06/2022,to-read,0
29437949,Behind Closed Doors,B.A. Paris,0,3.98,St. Martin's Press,293,2016,2016,,22/06/2022,to-read,0
9998680,"Darkness, My Old Friend",Lisa Unger,0,3.74,Crown Publishing Group (NY),360,2011,2011,,22/06/2022,to-read,0
9999576,Long Gone,Alafair Burke,0,3.7,Harper,368,2011,2011,,22/06/2022,to-read,0
10680329,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Louise Penny,0,4.31,Minotaur Books,339,2011,2011,,22/06/2022,to-read,0
9578677,"The Silent Girl (Rizzoli & Isles, #9)",Tess Gerritsen,0,4.14,Random House Publishing Group,315,2011,2011,,22/06/2022,to-read,0
11377310,"Doing Max Vinyl (Annie Ogden, #1)",Frederick Lee Brooke,0,3.76,,464,2011,2011,,22/06/2022,to-read,0
9681098,"The Fifth Witness (Mickey Haller, #4; Harry Bosch Universe, #22)",Michael Connelly,0,4.21,"Little, Brown and Company",421,2011,2011,,22/06/2022,to-read,0
9440448,"Buried Prey (Lucas Davenport, #21)",John Sandford,0,4.25,G. P. Putnam's Sons,390,2011,2011,,22/06/2022,to-read,0
10654495,11/22/63,Stephen King,0,4.32,Scribner,1121,2011,2011,,22/06/2022,to-read,0
10169662,Never Knowing,Chevy Stevens,0,3.87,St Martins Press,410,2011,2011,,22/06/2022,to-read,0
9635495,"Fallen (Will Trent, #5)",Karin Slaughter,0,4.22,Delacorte Press,387,2011,2011,,22/06/2022,to-read,0
8701129,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)",Lisa Gardner,0,4.18,Bantam,368,2011,2011,,22/06/2022,to-read,0
11367726,Defending Jacob,William Landay,0,3.99,Delacorte Press,421,2012,2012,,22/06/2022,to-read,0
830502,It,Stephen King,0,4.25,New English Library,1116,1987,1986,,22/06/2022,to-read,0
43933,Tell No One,Harlan Coben,0,4.09,Dell Publishing Company,370,2009,2001,,22/06/2022,to-read,0
5359,The Client,John Grisham,0,4.04,Delta Trade Paperbacks,483,2005,1993,,22/06/2022,to-read,0
149267,The Stand,Stephen King,0,4.34,Doubleday Books,1152,1990,1978,,22/06/2022,to-read,0
5886881,Dark Places,Gillian Flynn,0,3.95,Shaye Areheart Books,349,2009,2009,,22/06/2022,to-read,0
21686,Shutter Island,Dennis Lehane,0,4.1,HarperTorch,369,2004,2003,,22/06/2022,to-read,0
18045891,Sharp Objects,Gillian Flynn,0,4.01,Broadway Paperbacks,254,2006,2006,,22/06/2022,to-read,0
5358,The Firm,Robin Waterfield,0,4.05,Addison Wesley Publishing Company,76,2000,1991,,26/03/2018,to-read,1
12232938,The Lovely Bones,Alice Sebold,0,3.84,"Little, Brown and Company",372,2006,2002,,22/06/2022,to-read,0
168642,In Cold Blood,Truman Capote,0,4.08,Vintage,343,1994,1965,,22/06/2022,to-read,0
17899948,Rebecca,Daphne du Maurier,0,4.24,"Little, Brown and Company",449,2013,1938,,22/06/2022,to-read,0
36236124,Fight Club,Chuck Palahniuk,0,4.19,W. W. Norton  Company,224,2018,1996,,22/06/2022,to-read,0
10917,My Sister's Keeper,Jodi Picoult,0,4.09,Washington Square Press,423,2005,2004,,22/06/2022,to-read,0
60736948,The Couple At Table Six,Daniel Hurst,0,3.59,,265,2022,2022,,22/06/2022,to-read,0
58536005,The Club,Ellery Lloyd,0,3.36,Harper,320,2022,2022,,22/06/2022,to-read,0
60388552,"Six Graves (DI Kim Stone, #16)",Angela Marsons,0,4.72,Bookouture,380,2022,2022,,22/06/2022,to-read,0
58367497,The Room in the Attic,Louise Douglas,0,4.31,Boldwood Books,388,2021,2021,,22/06/2022,to-read,0
58577488,"The Investigator (Letty Davenport, #1)",John Sandford,0,4.34,,400,2022,2022,,22/06/2022,to-read,0
58340968,"The Match (Wilde, #2)",Harlan Coben,0,4.23,Grand Central Publishing,352,2022,2022,,22/06/2022,to-read,0
56803179,The Woman in the Library,Sulari Gentill,0,3.53,Sourcebooks,292,2022,2022,,22/06/2022,to-read,0
58724923,Hidden Pictures,Jason Rekulak,0,4.2,Flatiron Books,373,2022,2022,,22/06/2022,to-read,0
58684532,"Dream Town (Archer, #3)",David Baldacci,0,4.09,Grand Central Publishing,432,2022,2022,,22/06/2022,to-read,0
56238004,The Good Lie,A.R. Torre,0,4.21,Thomas & Mercer,254,2021,2021,,22/06/2022,to-read,0
59967909,Blackout,Erin Flanagan,0,3.6,,296,2022,2022,,22/06/2022,to-read,0
58936687,"22 Seconds (Women’s Murder Club, #22)",James Patterson,0,4.13,,400,2022,2022,,22/06/2022,to-read,0
57818226,Under Her Care,Lucinda Berry,0,3.95,Thomas & Mercer,273,2022,2022,,22/06/2022,to-read,0
59412817,The Lies I Tell,Julie   Clark,0,4.14,Sourcebooks Landmark,302,2022,2022,,22/06/2022,to-read,0
59980015,The Man Burned by Winter (Rooker Lindström #1),Pete Zacharias,0,4.1,,335,2022,2022,,22/06/2022,to-read,0
59314709,Counterfeit,Kirstin Chen,0,3.53,William Morrow,288,2022,2022,,22/06/2022,to-read,0
56147799,"Dead Against Her (Bree Taggert, #5)",Melinda Leigh,0,4.53,Montlake,300,2022,2022,,22/06/2022,to-read,0
58724963,Nightwork,Nora Roberts,0,4.3,St. Martin's Press,437,2022,2022,,22/06/2022,to-read,0
28815474,The Couple Next Door,Shari Lapena,0,3.81,Pamela Dorman Books,308,2016,2016,,22/06/2022,to-read,0
53271238,The Apartment,K.L. Slater,0,3.73,Thomas & Mercer,266,2020,2020,,22/06/2022,to-read,0
58734811,Bittersweet: How Sorrow and Longing Make Us Whole,Susan Cain,0,4.02,Crown,310,2022,2022,,22/06/2022,to-read,0
36121086,Saving Noah,Lucinda Berry,0,4.19,Rise Press,259,2017,2017,,22/06/2022,to-read,0
55967647,The Secrets of Us,Lucinda Berry,0,3.96,Thomas & Mercer,271,2021,2021,,22/06/2022,to-read,0
57795665,The Locked Door,Freida McFadden,0,4.2,,313,2021,2021,,22/06/2022,to-read,0
61149872,The Inmate,Freida McFadden,0,4.21,,388,2022,2022,,22/06/2022,to-read,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,0,4.37,,338,2022,2022,,22/06/2022,to-read,0
56695159,Amazon Unbound: Jeff Bezos and the Invention of a Global Empire,Brad Stone,0,4.1,Simon & Schuster,496,2021,2021,,15/06/2022,currently-reading,1
58468990,The Paris Apartment,Lucy Foley,3,3.69,William Morrow,360,2022,2022,15/06/2022,14/06/2022,read,1
58502351,What Happened to the Bennetts,Lisa Scottoline,0,3.85,G.P. Putnam's Sons,391,2022,2022,,14/06/2022,to-read,0
58505877,Run Rose Run,Dolly Parton,0,3.86,"Little, Brown and Company",439,2022,2022,,14/06/2022,to-read,0
57773248,Notes on an Execution,Danya Kukafka,0,4.14,William Morrow,306,2022,2022,,14/06/2022,to-read,0
60164470,The Overnight Guest,Heather Gudenkauf,0,4.04,Park Row,316,2022,2022,,14/06/2022,to-read,0
57693427,The Night Shift,Alex Finlay,0,3.95,Minotaur Books,312,2022,2022,,14/06/2022,to-read,0
57021127,Portrait of a Thief,Grace D. Li,0,3.51,Tiny Reparations Books,384,2022,2022,,14/06/2022,to-read,0
58371432,The Book of Cold Cases,Simone St. James,0,3.81,Berkley,352,2022,2022,,14/06/2022,to-read,0
52268640,Memphis,Tara M. Stringfellow,0,4.15,The Dial Press,252,2022,2022,,14/06/2022,to-read,0
57693171,Olga Dies Dreaming,Xóchitl González,0,4.01,Flatiron Books,369,2022,2022,,14/06/2022,to-read,0
58065033,Lessons in Chemistry,Bonnie Garmus,0,4.38,Doubleday Books,400,2022,2022,,14/06/2022,to-read,0
57693165,The Christie Affair,Nina de Gramont,0,3.74,St. Martin's Press,320,2022,2022,,14/06/2022,to-read,0
57739876,To Paradise,Hanya Yanagihara,0,3.79,Doubleday,720,2022,2022,,14/06/2022,to-read,0
58438583,One Italian Summer,Rebecca Serle,0,3.64,Atria Books,255,2022,2022,,14/06/2022,to-read,0
54860610,Somebody's Daughter,Ashley C. Ford,0,4.07,Flatiron Books: An Oprah Book,224,2021,2021,,14/06/2022,to-read,0
55145261,The Anthropocene Reviewed,John Green,0,4.38,Dutton,293,2021,2021,,14/06/2022,to-read,0
58375739,Will,Will Smith,0,4.29,Penguin Press,418,2021,2021,,14/06/2022,to-read,0
54814676,Crying in H Mart,Michelle Zauner,0,4.29,Knopf Publishing Group,242,2021,2021,,14/06/2022,to-read,0
16299,And Then There Were None,Agatha Christie,0,4.28,St. Martin's Press,264,2004,1939,,14/06/2022,to-read,0
57500970,"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,0,4.42,Pamela Dorman Books,368,2021,2021,,14/06/2022,to-read,0
1009709,"Death on the Nile (Hercule Poirot, #16)",Agatha Christie,0,4.12,HarperCollins Publishers,373,2001,1937,,14/06/2022,to-read,0
56213354,A Slow Fire Burning,Paula Hawkins,0,3.51,Riverhead Books,307,2021,2021,,14/06/2022,to-read,0
55922299,The Night She Disappeared,Lisa Jewell,0,4.15,Atria Books,416,2021,2021,,14/06/2022,to-read,0
53137893,The Wife Upstairs,Rachel Hawkins,0,3.76,St. Martin's Press,290,2021,2021,,14/06/2022,to-read,0
52476830,The Push,Ashley Audrain,0,4.09,Pamela Dorman Books,307,2021,2021,,14/06/2022,to-read,0
45300567,The Maidens,Alex Michaelides,0,3.63,Celadon Books,337,2021,2021,,14/06/2022,to-read,0
54737068,Local Woman Missing,Mary Kubica,0,4.14,Park Row,352,2021,2021,,14/06/2022,to-read,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,0,3.93,Penguin,382,2020,2020,,14/06/2022,to-read,0
57693416,The Golden Couple,Greer Hendricks,0,4.01,St. Martin's Press,329,2022,2022,,14/06/2022,to-read,0
57693172,A Flicker in the Dark,Stacy Willingham,0,4.01,Minotaur Books,357,2022,2022,,14/06/2022,to-read,0
56269064,Rock Paper Scissors,Alice Feeney,0,3.97,Flatiron Books,304,2021,2021,,14/06/2022,to-read,0
57693168,Reckless Girls,Rachel Hawkins,0,3.59,St. Martin's Press,320,2022,2022,,14/06/2022,to-read,0
56143578,Apples Never Fall,Liane Moriarty,0,3.8,Henry Holt and Co.,467,2021,2021,,14/06/2022,to-read,0
55196813,The Maid,Nita Prose,0,3.84,Ballantine Books,304,2022,2022,,14/06/2022,to-read,0
54981009,The Last Thing He Told Me,Laura Dave,0,3.87,Simon & Schuster,320,2021,2021,,14/06/2022,to-read,0
57926137,Black Cake,Charmaine Wilkerson,0,4.15,Ballantine Books,385,2022,2022,,14/06/2022,to-read,0
36552920,My Year of Rest and Relaxation,Ottessa Moshfegh,0,3.7,Penguin Press,289,2018,2018,,14/06/2022,to-read,0
50093704,In Five Years,Rebecca Serle,0,3.81,Atria Books,255,2020,2020,,14/06/2022,to-read,0
22822858,A Little Life,Hanya Yanagihara,0,4.34,Doubleday,720,2015,2015,,14/06/2022,to-read,0
56783258,Cloud Cuckoo Land,Anthony Doerr,0,4.27,Scribner,626,2021,2021,,14/06/2022,to-read,0
53288434,The Lost Apothecary,Sarah Penner,0,3.76,Park Row,301,2021,2021,,14/06/2022,to-read,0
55994372,The Paper Palace,Miranda Cowley Heller,0,3.86,Riverhead Books,400,2021,2021,,14/06/2022,to-read,0
57109107,The Lincoln Highway,Amor Towles,0,4.25,Viking,576,2021,2021,,14/06/2022,to-read,0
57701764,Wish You Were Here,Jodi Picoult,0,3.98,Ballantine Books,310,2021,2021,,14/06/2022,to-read,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,0,4.24,Ballantine Books,355,2019,2019,,14/06/2022,to-read,0
56597885,"Beautiful World, Where Are You",Sally Rooney,0,3.57,"Farrar, Straus and Giroux",356,2021,2021,,14/06/2022,to-read,0
41057294,Normal People,Sally Rooney,0,3.82,Hogarth Press,273,2019,2018,,14/06/2022,to-read,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,5,4.46,Atria Books,389,2017,2017,,14/06/2022,read,1
58724802,Things We Do in the Dark,Jennifer Hillier,0,4,Minotaur Books,352,2022,2022,,14/06/2022,to-read,0
59517249,Ben and Beatriz,Katalina Gamarra,0,3.64,Graydon House,336,2022,2022,,14/06/2022,to-read,0
59900674,Love in the Time of Serial Killers,Alicia Thompson,0,3.45,Berkley Books,352,2022,2022,,14/06/2022,to-read,0
59236649,"Husband Material (London Calling, #2)",Alexis  Hall,0,3.63,Sourcebooks Casablanca,432,2022,2022,,14/06/2022,to-read,0
58939853,"A Proposal They Can't Refuse (Vega Family Love Stories, #1)",Natalie Caña,0,3.81,Mira Books,336,2022,2022,,14/06/2022,to-read,0
59089883,A Thousand Miles,Bridget Morrissey,0,3.63,Berkley Books,368,2022,2022,,14/06/2022,to-read,0
58950845,"By the Book (Meant to Be, #2)",Jasmine Guillory,0,3.75,Hyperion Avenue,320,2022,2022,,14/06/2022,to-read,0
59029652,"From Bad to Cursed (The Witches of Thistle Grove, #2)",Lana Harper,0,3.82,Berkley,368,2022,2022,,14/06/2022,to-read,0
58014893,Every Summer After,Carley Fortune,0,4.3,Berkley,320,2022,2022,,14/06/2022,to-read,0
58677485,"The Bride Goes Rogue (The Fifth Avenue Rebels, #3)",Joanna Shupe,0,4.09,Avon Books,384,2022,2022,,14/06/2022,to-read,0
57352258,"Never Been Kissed (Boy Meets Boy, #1)",Timothy Janovsky,0,3.74,Sourcebooks Casablanca,279,2022,2022,,14/06/2022,to-read,0
24826631,Predictive Marketing: Easy Ways Every Marketer Can Use Customer Analytics and Big Data,Omer Artun,0,4,Wiley,272,2015,2015,,14/06/2022,currently-reading,1
18460392,All the Bright Places,Jennifer Niven,4,4.14,Knopf,378,2015,2015,14/06/2022,28/05/2022,read,1
43327,The Sky is Falling,Sidney Sheldon,4,3.6,Time Warner,399,2001,2000,,11/06/2022,read,1
53437272,"Red, White & Royal Blue",Casey McQuiston,0,4.13,St. Martin's Griffin,418,2020,2019,,31/05/2022,to-read,0
55404546,Malibu Rising,Taylor Jenkins Reid,0,4.08,Ballantine Books,369,2021,2021,,31/05/2022,to-read,0
10956,The Virgin Suicides,Jeffrey Eugenides,0,3.83,Bloomsbury Publishing PLC,250,2002,1993,,31/05/2022,to-read,0
11334,Song of Solomon,Toni Morrison,0,4.12,Vintage,338,2004,1977,,31/05/2022,to-read,0
10160130,Carrie,Stephen King,0,3.98,Anchor Books,290,2011,1974,,31/05/2022,to-read,0
9917996,'Salem's Lot,Stephen King,0,4.05,Anchor Books,653,2011,1975,,31/05/2022,to-read,0
21787,The Princess Bride,William Goldman,0,4.26,Ballantine Books,456,2003,1973,,31/05/2022,to-read,0
292327,The Bluest Eye,Toni Morrison,0,4.1,Vintage International,206,2007,1970,,31/05/2022,to-read,0
89717,The Haunting of Hill House,Shirley Jackson,0,3.83,Penguin Classics,182,2006,1959,,31/05/2022,to-read,0
853510,"Murder on the Orient Express (Hercule Poirot, #9)",Agatha Christie,0,4.2,HarperCollins,274,2007,1934,,31/05/2022,to-read,0
56648158,Night of the Living Rez: Stories,Morgan Talty,0,4.01,Tin House Books,285,2022,2022,,30/05/2022,to-read,0
